"sample_title"	"Station"	"region"	"lat"	"lon"	"depth"	"layer"	"date"	"PangaeaEvent"	"temp"	"sal"	"O2_conc"	"O2_sat"	"forward_read_file_name"	"reverse_read_file_name"	"seqname"	"miseq_id"	"forward_read_file_checksum"	"reverse_read_file_checksum"
"2016-SV3-50"	"SV3"	"eastern Fram Strait"	79.00267	8.36283	50	"bel.chl-max"	"2016-07-09"	"PS99_063-2"	5.953	35.1184	314.2992	101.6406	"FRAM-613-PS99-2-63-2-bel-chl-max-bactV4V5_S67_L001_R1_001.fastq.gz"	"FRAM-613-PS99-2-63-2-bel-chl-max-bactV4V5_S67_L001_R2_001.fastq.gz"	"FRAM-613-PS99-2-63-2-bel-chl-max-bactV4V5_S67_L001"	"JBL8W"	"912d2bb70356d274132cc730e0f86bfe"	"05438b96bd0274a469f568ced043cfa1"
"2016-SV2-10"	"SV2"	"eastern Fram Strait"	78.981	9.5125	10	"surface"	"2016-07-09"	"PS99_064-2"	5.5819	34.9457	358.2491	114.7064	"FRAM-618-PS99-2-64-2-sfc-bactV4V5_S79_L001_R1_001.fastq.gz"	"FRAM-618-PS99-2-64-2-sfc-bactV4V5_S79_L001_R2_001.fastq.gz"	"FRAM-618-PS99-2-64-2-sfc-bactV4V5_S79_L001"	"JBL8W"	"f348790c96b5c993c36ec5fa6bd4aa41"	"6cfa1730e18548bf6a9abbc6674a5fd7"
"2016-SV2-33"	"SV2"	"eastern Fram Strait"	78.981	9.5125	33	"chl-max"	"2016-07-09"	"PS99_064-2"	4.108	34.9781	337.7948	104.3917	"FRAM-620-PS99-2-64-2-chl-max-bactV4V5_S91_L001_R1_001.fastq.gz"	"FRAM-620-PS99-2-64-2-chl-max-bactV4V5_S91_L001_R2_001.fastq.gz"	"FRAM-620-PS99-2-64-2-chl-max-bactV4V5_S91_L001"	"JBL8W"	"dba55e772bd012245981b374100446ba"	"d30530680872d1e16b350a39238477b3"
"2016-SV2-60"	"SV2"	"eastern Fram Strait"	78.981	9.5125	60	"bel.chl-max"	"2016-07-09"	"PS99_064-2"	3.3207	35.0106	331.7077	100.5573	"FRAM-622-PS99-2-64-2-bel-chl-max-bactV4V5_S8_L001_R1_001.fastq.gz"	"FRAM-622-PS99-2-64-2-bel-chl-max-bactV4V5_S8_L001_R2_001.fastq.gz"	"FRAM-622-PS99-2-64-2-bel-chl-max-bactV4V5_S8_L001"	"JBL8W"	"084a8eaf770681f4dbbbc6f2c34f626b"	"9274073e680b6c0747d89fb5341ae541"
"2016-SV1-5"	"SV1"	"eastern Fram Strait"	79.02633	11.0925	5	"surface"	"2016-07-09"	"PS99_065-2"	5.9005	34.3846	343.4845	110.4093	"FRAM-624-PS99-2-65-2-sfc-bactV4V5_S20_L001_R1_001.fastq.gz"	"FRAM-624-PS99-2-65-2-sfc-bactV4V5_S20_L001_R2_001.fastq.gz"	"FRAM-624-PS99-2-65-2-sfc-bactV4V5_S20_L001"	"JBL8W"	"919a65fe3e1867330811ccd4e0332dc4"	"aef463a88629fdfe45e41dfa53e8d3a3"
"2016-SV1-18"	"SV1"	"eastern Fram Strait"	79.02633	11.0925	18	"chl-max"	"2016-07-09"	"PS99_065-2"	4.421	34.7724	361.3664	112.3812	"FRAM-626-PS99-2-65-2-chl-max-bactV4V5_S32_L001_R1_001.fastq.gz"	"FRAM-626-PS99-2-65-2-chl-max-bactV4V5_S32_L001_R2_001.fastq.gz"	"FRAM-626-PS99-2-65-2-chl-max-bactV4V5_S32_L001"	"JBL8W"	"11e3a9f2f72ba34f13efdac7697c9cc5"	"fc8366c7286f68e7ac729dc8db736e19"
"2016-SV1-45"	"SV1"	"eastern Fram Strait"	79.02633	11.0925	45	"bel.chl-max"	"2016-07-09"	"PS99_065-2"	4.0331	34.9245	346.0927	106.7216	"FRAM-628-PS99-2-65-2-bel-chl-max-bactV4V5_S44_L001_R1_001.fastq.gz"	"FRAM-628-PS99-2-65-2-bel-chl-max-bactV4V5_S44_L001_R2_001.fastq.gz"	"FRAM-628-PS99-2-65-2-bel-chl-max-bactV4V5_S44_L001"	"JBL8W"	"3ec1ceb40153d729574f0ea1b58176da"	"c52745df8e8f97a8d5d11747f81f74f7"
"2016-HG1-5"	"HG1"	"eastern Fram Strait"	79.13917	6.0885	4	"surface"	"2016-07-10"	"PS99_066-2"	6.8866	35.083	366.8596	121.2387	"FRAM-630-PS99-2-66-2-sfc-bactV4V5_S56_L001_R1_001.fastq.gz"	"FRAM-630-PS99-2-66-2-sfc-bactV4V5_S56_L001_R2_001.fastq.gz"	"FRAM-630-PS99-2-66-2-sfc-bactV4V5_S56_L001"	"JBL8W"	"7a693b9c0ebf5ea0ca46fefdf3f28b2f"	"546bb8618d80b7143939de817cc5ec56"
"2016-HG1-18"	"HG1"	"eastern Fram Strait"	79.13917	6.0885	18	"chl-max"	"2016-07-10"	"PS99_066-2"	6.8866	35.0842	375.604	124.1295	"FRAM-632-PS99-2-66-2-chl-max-bactV4V5_S68_L001_R1_001.fastq.gz"	"FRAM-632-PS99-2-66-2-chl-max-bactV4V5_S68_L001_R2_001.fastq.gz"	"FRAM-632-PS99-2-66-2-chl-max-bactV4V5_S68_L001"	"JBL8W"	"91d9ef366af3040ab24e886bf5af309a"	"91438856c76cbbd0be8d33a538670c73"
"2016-HG1-40"	"HG1"	"eastern Fram Strait"	79.13917	6.0885	40	"bel.chl-max"	"2016-07-10"	"PS99_066-2"	5.9147	35.1011	326.7683	105.5652	"FRAM-634-PS99-2-66-2-bel-chl-max-bactV4V5_S80_L001_R1_001.fastq.gz"	"FRAM-634-PS99-2-66-2-bel-chl-max-bactV4V5_S80_L001_R2_001.fastq.gz"	"FRAM-634-PS99-2-66-2-bel-chl-max-bactV4V5_S80_L001"	"JBL8W"	"ef570d412cae47458f3d42065d81f585"	"ea61bda84d6dfcccea61b4db8d8af794"
"2018-HG4-10"	"HG4"	"eastern Fram Strait"	79.02359	4.33352	10	"surface"	"2018-07-16"	"PS114_4-1"	5.5061	34.8242	348.683	111.3563	"FRAM-3554-DNA-PS114-CTD-1_S77_L001_R1_001.fastq.gz"	"FRAM-3554-DNA-PS114-CTD-1_S77_L001_R2_001.fastq.gz"	"FRAM-3554-DNA-PS114-CTD-1_S77_L001"	"JBKFT"	"520b318af4c8112a870188a9ec05d700"	"26fc5cc25e1bf23b1e45d66295d96626"
"2018-HG4-35"	"HG4"	"eastern Fram Strait"	79.02359	4.33352	35	"chl-max"	"2018-07-16"	"PS114_4-1"	5.6799	35.0105	354.5513	113.8398	"FRAM-3555-DNA-PS114-CTD-5_S89_L001_R1_001.fastq.gz"	"FRAM-3555-DNA-PS114-CTD-5_S89_L001_R2_001.fastq.gz"	"FRAM-3555-DNA-PS114-CTD-5_S89_L001"	"JBKFT"	"2bffa28ff6473d09bcb6579113964010"	"1b5ab90a04016fd333ea2eeb91f95353"
"2018-HG4-100"	"HG4"	"eastern Fram Strait"	79.02359	4.33352	100	"deep"	"2018-07-16"	"PS114_4-1"	4.041	35.0346	326.5271	100.7839	"FRAM-3557-DNA-PS114-CTD-9_S7_L001_R1_001.fastq.gz"	"FRAM-3557-DNA-PS114-CTD-9_S7_L001_R2_001.fastq.gz"	"FRAM-3557-DNA-PS114-CTD-9_S7_L001"	"JBKFT"	"3b17cdbaf6f7d154b872536a785ce369"	"02bc4805bf4858d2ca8f874514a6c3b4"
"2018-S3-10"	"S3"	"eastern Fram Strait"	78.60667	5.04132	10	"surface"	"2018-07-17"	"PS114_9-1"	5.5404	34.9465	343.7882	109.9713	"FRAM-3558-DNA-PS114-CTD-19_S18_L001_R1_001.fastq.gz"	"FRAM-3558-DNA-PS114-CTD-19_S18_L001_R2_001.fastq.gz"	"FRAM-3558-DNA-PS114-CTD-19_S18_L001"	"JBKFT"	"57b024028f423a9dbba54b1a6b1830a2"	"c2e7d6525948675b7c183424cd7acd20"
"2018-S3-30"	"S3"	"eastern Fram Strait"	78.60667	5.04132	30	"chl-max"	"2018-07-17"	"PS114_9-1"	5.1505	35.0054	340.6174	107.9855	"FRAM-3559-DNA-PS114-CTD-23_S30_L001_R1_001.fastq.gz"	"FRAM-3559-DNA-PS114-CTD-23_S30_L001_R2_001.fastq.gz"	"FRAM-3559-DNA-PS114-CTD-23_S30_L001"	"JBKFT"	"3eee3f024abac22116252591e62b2106"	"c9f1bd436c5ed69d552078ba086f6fb9"
"2018-S3-100"	"S3"	"eastern Fram Strait"	78.60667	5.04132	100	"deep"	"2018-07-17"	"PS114_9-1"	3.4046	35.0405	314.3483	95.5148	"FRAM-3561-DNA-PS114-CTD-27_S42_L001_R1_001.fastq.gz"	"FRAM-3561-DNA-PS114-CTD-27_S42_L001_R2_001.fastq.gz"	"FRAM-3561-DNA-PS114-CTD-27_S42_L001"	"JBKFT"	"14a095c9e2ad2bfe1f9c4a5f6a9c1bf6"	"a69184a0b944292eddd17629852ce9f6"
"2018-SV4-10"	"SV4"	"eastern Fram Strait"	79.01174	7.03459	10	"surface"	"2018-07-18"	"PS114_12-1"	6.0071	34.9704	371.723	120.2525	"FRAM-3562-DNA-PS114-CTD-37_S54_L001_R1_001.fastq.gz"	"FRAM-3562-DNA-PS114-CTD-37_S54_L001_R2_001.fastq.gz"	"FRAM-3562-DNA-PS114-CTD-37_S54_L001"	"JBKFT"	"9a03272df0c611d6ea7079287f597074"	"3b05617be80bf816ef5ead578b6d6ac7"
"2018-SV4-23"	"SV4"	"eastern Fram Strait"	79.01174	7.03459	23	"chl-max"	"2018-07-18"	"PS114_12-1"	5.9915	34.9861	362.6124	117.2739	"FRAM-3563-DNA-PS114-CTD-41_S66_L001_R1_001.fastq.gz"	"FRAM-3563-DNA-PS114-CTD-41_S66_L001_R2_001.fastq.gz"	"FRAM-3563-DNA-PS114-CTD-41_S66_L001"	"JBKFT"	"8bc1609dacacaadfbff5ea672efb9b42"	"8ddd9dd5ed5c1a83eaea72d0646242b3"
"2018-SV4-100"	"SV4"	"eastern Fram Strait"	79.01174	7.03459	100	"deep"	"2018-07-18"	"PS114_12-1"	4.354	35.0522	322.6328	100.3597	"FRAM-3565-DNA-PS114-CTD-45_S78_L001_R1_001.fastq.gz"	"FRAM-3565-DNA-PS114-CTD-45_S78_L001_R2_001.fastq.gz"	"FRAM-3565-DNA-PS114-CTD-45_S78_L001"	"JBKFT"	"b2b1824a4b3af967aaa79600a3acc52e"	"c16e9f58a6c5c3e5318b1f820189b380"
"2018-SV2-10"	"SV2"	"eastern Fram Strait"	78.98044	9.3006	10	"surface"	"2018-07-19"	"PS114_16-1"	6.2083	34.9778	349.1295	113.487	"FRAM-3566-DNA-PS114-CTD-53_S90_L001_R1_001.fastq.gz"	"FRAM-3566-DNA-PS114-CTD-53_S90_L001_R2_001.fastq.gz"	"FRAM-3566-DNA-PS114-CTD-53_S90_L001"	"JBKFT"	"3c566d0e8279c4875c8070aa8c2cb291"	"bb048dd81a5482562a289c27cb13e87c"
"2018-SV2-40"	"SV2"	"eastern Fram Strait"	78.98044	9.3006	40	"chl-max"	"2018-07-19"	"PS114_16-1"	5.6222	34.9647	328.5056	105.3005	"FRAM-3567-DNA-PS114-CTD-57_S8_L001_R1_001.fastq.gz"	"FRAM-3567-DNA-PS114-CTD-57_S8_L001_R2_001.fastq.gz"	"FRAM-3567-DNA-PS114-CTD-57_S8_L001"	"JBKFT"	"74f5668d1001942fd270c3db888aa0f0"	"c07ee21a6bdc7865c8ea1ef38f4962fb"
"2018-SV2-100"	"SV2"	"eastern Fram Strait"	78.98044	9.3006	100	"deep"	"2018-07-19"	"PS114_16-1"	3.9026	34.9596	321.3153	98.789	"FRAM-3569-DNA-PS114-CTD-61_S19_L001_R1_001.fastq.gz"	"FRAM-3569-DNA-PS114-CTD-61_S19_L001_R2_001.fastq.gz"	"FRAM-3569-DNA-PS114-CTD-61_S19_L001"	"JBKFT"	"acb77ec84a49c056bfa19bfeeb1463ee"	"a67a18161cd7107ccbcec51b11b10713"
"2018-HG1-10"	"HG1"	"eastern Fram Strait"	79.0206	5.64828	10	"surface"	"2018-07-19"	"PS114_20-1"	5.9177	35.0134	347.5307	112.22	"FRAM-3570-DNA-PS114-CTD-63_S31_L001_R1_001.fastq.gz"	"FRAM-3570-DNA-PS114-CTD-63_S31_L001_R2_001.fastq.gz"	"FRAM-3570-DNA-PS114-CTD-63_S31_L001"	"JBKFT"	"be1e993d7a776a01572d693bba3f9284"	"1f4ffcf33b1a10b634a91e08fea91b8b"
"2018-HG1-40"	"HG1"	"eastern Fram Strait"	79.0206	5.64828	40	"chl-max"	"2018-07-19"	"PS114_20-1"	5.5126	35.0261	338.6702	108.3188	"FRAM-3571-DNA-PS114-CTD-67_S43_L001_R1_001.fastq.gz"	"FRAM-3571-DNA-PS114-CTD-67_S43_L001_R2_001.fastq.gz"	"FRAM-3571-DNA-PS114-CTD-67_S43_L001"	"JBKFT"	"918457e7e986eec34e032da2506a585b"	"f575545d1ba68b58126a2bcc10009d2c"
"2018-HG1-100"	"HG1"	"eastern Fram Strait"	79.0206	5.64828	100	"deep"	"2018-07-19"	"PS114_20-1"	3.4526	35.0322	318.4615	96.8748	"FRAM-3573-DNA-PS114-CTD-71_S55_L001_R1_001.fastq.gz"	"FRAM-3573-DNA-PS114-CTD-71_S55_L001_R2_001.fastq.gz"	"FRAM-3573-DNA-PS114-CTD-71_S55_L001"	"JBKFT"	"11f95ca8c182feb0dbf304d1e767aa33"	"dd8f65039a510d69df11dcd72b317ae6"
"2018-N5-10"	"N5"	"eastern Fram Strait"	79.94514	3.1987	10	"surface"	"2018-07-22"	"PS114_31-1"	4.8198	34.5734	363.2332	113.9152	"FRAM-3574-DNA-PS114-CTD-73_S67_L001_R1_001.fastq.gz"	"FRAM-3574-DNA-PS114-CTD-73_S67_L001_R2_001.fastq.gz"	"FRAM-3574-DNA-PS114-CTD-73_S67_L001"	"JBKFT"	"f1ee12e8ab36b771a7de1e03aa61f83f"	"d7762662cb87acd92de04302467e63c0"
"2018-N5-20"	"N5"	"eastern Fram Strait"	79.94514	3.1987	20	"chl-max"	"2018-07-22"	"PS114_31-1"	4.7751	34.8687	368.4316	115.6456	"FRAM-3575-DNA-PS114-CTD-75_S79_L001_R1_001.fastq.gz"	"FRAM-3575-DNA-PS114-CTD-75_S79_L001_R2_001.fastq.gz"	"FRAM-3575-DNA-PS114-CTD-75_S79_L001"	"JBKFT"	"cf221f4b88adc067ada3e9a50645507a"	"1fe2807399a6fdb85552993b49cc08fb"
"2018-N5-100"	"N5"	"eastern Fram Strait"	79.94514	3.1987	100	"deep"	"2018-07-22"	"PS114_31-1"	3.694	35.0212	315.3398	96.4936	"FRAM-3577-DNA-PS114-CTD-79_S91_L001_R1_001.fastq.gz"	"FRAM-3577-DNA-PS114-CTD-79_S91_L001_R2_001.fastq.gz"	"FRAM-3577-DNA-PS114-CTD-79_S91_L001"	"JBKFT"	"765262bcf55e9405d363739abb80a21d"	"d57d2cea632f0b5b371c20ef66803c00"
"2018-N4-10"	"N4"	"eastern Fram Strait"	79.7395	4.52573	10	"surface"	"2018-07-22"	"PS114_32-2"	5.6026	34.7592	365.1759	116.8427	"FRAM-3578-DNA-PS114-CTD-81_S9_L001_R1_001.fastq.gz"	"FRAM-3578-DNA-PS114-CTD-81_S9_L001_R2_001.fastq.gz"	"FRAM-3578-DNA-PS114-CTD-81_S9_L001"	"JBKFT"	"f787bc90e141922fd0d86b6f34867ed1"	"e504fc337dec4cada9d9312a61260ebc"
"2018-N4-43"	"N4"	"eastern Fram Strait"	79.7395	4.52573	43	"chl-max"	"2018-07-22"	"PS114_32-2"	5.4212	35.0364	318.7161	101.7212	"FRAM-3579-DNA-PS114-CTD-85_S20_L001_R1_001.fastq.gz"	"FRAM-3579-DNA-PS114-CTD-85_S20_L001_R2_001.fastq.gz"	"FRAM-3579-DNA-PS114-CTD-85_S20_L001"	"JBKFT"	"242f67feece8ad9a38803a1dbfdf7d1f"	"d02b875b69a3d245d6166e742cab0419"
"2018-N4-100"	"N4"	"eastern Fram Strait"	79.7395	4.52573	100	"deep"	"2018-07-22"	"PS114_32-2"	4.3895	35.0665	315.6122	98.2703	"FRAM-3581-DNA-PS114-CTD-89_S32_L001_R1_001.fastq.gz"	"FRAM-3581-DNA-PS114-CTD-89_S32_L001_R2_001.fastq.gz"	"FRAM-3581-DNA-PS114-CTD-89_S32_L001"	"JBKFT"	"0ff28f447f4b5b41bea1cfb5c41dd2f0"	"c879c963ddde100b96e92ae66c3933dc"
"2018-N3-10"	"N3"	"eastern Fram Strait"	79.59882	5.1659	10	"surface"	"2018-07-23"	"PS114_33-1"	-0.1484	32.1653	382.3387	103.9606	"FRAM-3582-DNA-PS114-CTD-99_S44_L001_R1_001.fastq.gz"	"FRAM-3582-DNA-PS114-CTD-99_S44_L001_R2_001.fastq.gz"	"FRAM-3582-DNA-PS114-CTD-99_S44_L001"	"JBKFT"	"0f9d527a948870065e711575f6e08052"	"d2adad28e320c0f38cd8c0243c902a53"
"2018-N3-20"	"N3"	"eastern Fram Strait"	79.59882	5.1659	20	"chl-max"	"2018-07-23"	"PS114_33-1"	1.445	34.24	374.3133	107.6432	"FRAM-3583-DNA-PS114-CTD-101_S56_L001_R1_001.fastq.gz"	"FRAM-3583-DNA-PS114-CTD-101_S56_L001_R2_001.fastq.gz"	"FRAM-3583-DNA-PS114-CTD-101_S56_L001"	"JBKFT"	"c0323f388a294a727b0d618da30038c5"	"5b12b9bb34955040ca0fbec9b08aa463"
"2018-N3-100"	"N3"	"eastern Fram Strait"	79.59882	5.1659	100	"deep"	"2018-07-23"	"PS114_33-1"	3.5648	34.9923	319.0555	97.3001	"FRAM-3585-DNA-PS114-CTD-105_S68_L001_R1_001.fastq.gz"	"FRAM-3585-DNA-PS114-CTD-105_S68_L001_R2_001.fastq.gz"	"FRAM-3585-DNA-PS114-CTD-105_S68_L001"	"JBKFT"	"72972195a64cb508cc97b0a726f36640"	"a0a72169b8949bcd0e0c26b462db515c"
"2017-0E-22"	"0E"	"western Fram Strait"	78.96426	0.0038	22	"chl-max"	"2017-08-02"	"PS107_21-1"	-0.9756	33.3687	380.379	101.99	"FRAM-4180-DNA-PS107-CTD-1085_S25_L001_R1_001.fastq.gz"	"FRAM-4180-DNA-PS107-CTD-1085_S25_L001_R2_001.fastq.gz"	"FRAM-4180-DNA-PS107-CTD-1085_S25_L001"	"JBKFT"	"5150483758b5e6ffcdf1ebaae36e7289"	"76fbca96d3ac14c30c7400a9925ea8fa"
"2017-0E-100"	"0E"	"western Fram Strait"	78.96426	0.0038	100	"deep"	"2017-08-02"	"PS107_21-1"	3.0004	34.9557	326.925	98.28	"FRAM-4181-DNA-PS107-CTD-1079_S14_L001_R1_001.fastq.gz"	"FRAM-4181-DNA-PS107-CTD-1079_S14_L001_R2_001.fastq.gz"	"FRAM-4181-DNA-PS107-CTD-1079_S14_L001"	"JBKFT"	"8b0f8638315edc96135957e06fb2ab98"	"df7759ab3ce029dd71aba31690695f57"
"2017-EG4-20"	"EG4"	"western Fram Strait"	78.81881	-2.71692	22	"chl-max"	"2017-08-03"	"PS107_22-1"	-1.4196	32.3629	390.651	102.76	"FRAM-4183-DNA-PS107-CTD-1106_S61_L001_R1_001.fastq.gz"	"FRAM-4183-DNA-PS107-CTD-1106_S61_L001_R2_001.fastq.gz"	"FRAM-4183-DNA-PS107-CTD-1106_S61_L001"	"JBKFT"	"7c27c7408fe85da1cca101f2a0ffbbbb"	"198f4e98202ae2c1fd83f21b85305d3b"
"2017-HG9-100"	"HG9"	"eastern Fram Strait"	79.12344	2.81886	100	"deep"	"2017-08-01"	"PS107_20-1"	2.7911	34.9793	320.191	95.77	"FRAM-4184-DNA-PS107-CTD-1057_S72_L001_R1_001.fastq.gz"	"FRAM-4184-DNA-PS107-CTD-1057_S72_L001_R2_001.fastq.gz"	"FRAM-4184-DNA-PS107-CTD-1057_S72_L001"	"JBKFT"	"3061683b223ce5ed6c002c8486c60a0b"	"81eb589de5b897e37d0e268bfbb0a6bd"
"2017-HG2-25"	"HG2"	"eastern Fram Strait"	79.13121	4.90589	25	"chl-max"	"2017-08-12"	"PS107_42-5"	2.5363	34.3389	367.777	108.83	"FRAM-4186-DNA-PS107-CTD-1187_S63_L001_R1_001.fastq.gz"	"FRAM-4186-DNA-PS107-CTD-1187_S63_L001_R2_001.fastq.gz"	"FRAM-4186-DNA-PS107-CTD-1187_S63_L001"	"JBKFT"	"acb234b07253e69fbd8c1cd64c40bf33"	"9f5c546a4a2d2702a7e63c852c7892c8"
"2017-HG2-100"	"HG2"	"eastern Fram Strait"	79.13121	4.90589	100	"deep"	"2017-08-12"	"PS107_42-5"	4.546	35.0891	311.78	97.46	"FRAM-4187-DNA-PS107-CTD-1181_S51_L001_R1_001.fastq.gz"	"FRAM-4187-DNA-PS107-CTD-1181_S51_L001_R2_001.fastq.gz"	"FRAM-4187-DNA-PS107-CTD-1181_S51_L001"	"JBKFT"	"5b804792719cf2b4530f1f7a9a79120c"	"332334c8bd3a46673da8febfd2b34c7e"
"2017-N5-30"	"N5"	"eastern Fram Strait"	80.00033	2.94023	30	"chl-max"	"2017-08-09"	"PS107_34-5"	4.5454	34.8177	337.476	105.3	"FRAM-4190-DNA-PS107-CTD-1173_S27_L001_R1_001.fastq.gz"	"FRAM-4190-DNA-PS107-CTD-1173_S27_L001_R2_001.fastq.gz"	"FRAM-4190-DNA-PS107-CTD-1173_S27_L001"	"JBKFT"	"edcaea4089b4abcb696d179979605977"	"7e245bb3edcb14d8a7094cf351d4c5fa"
"2017-N5-100"	"N5"	"eastern Fram Strait"	79.96981	2.90667	100	"deep"	"2017-08-09"	"PS107_34-5"	4.8786	4.8708	302.233	95.25	"FRAM-4191-DNA-PS107-CTD-1169A_S4_L001_R1_001.fastq.gz"	"FRAM-4191-DNA-PS107-CTD-1169A_S4_L001_R2_001.fastq.gz"	"FRAM-4191-DNA-PS107-CTD-1169A_S4_L001"	"JBKFT"	"dbdb5bc1820d7ccde12b40b87f020c57"	"6c60bccbd83954f5fd89c46da2226621"
"2017-S3-15"	"S3"	"eastern Fram Strait"	78.60827	5.05542	15	"chl-max"	"2017-07-26"	"PS107_2-13"	6.547	34.909	335.456	109.86	"FRAM-4192-DNA-PS107-CTD-1013_S13_L001_R1_001.fastq.gz"	"FRAM-4192-DNA-PS107-CTD-1013_S13_L001_R2_001.fastq.gz"	"FRAM-4192-DNA-PS107-CTD-1013_S13_L001"	"JBKFT"	"1aaa4b91e3dfc59dc60c540702ec0376"	"d39eb9a648bc96958d51c7f0772ffb50"
"2017-SV2-15"	"SV2"	"eastern Fram Strait"	78.9829	9.50807	15	"chl-max"	"2017-08-14"	"PS107_47-1"	5.7259	34.8501	341.792	109.74	"FRAM-4193-DNA-PS107-CTD-1251_S17_L001_R1_001.fastq.gz"	"FRAM-4193-DNA-PS107-CTD-1251_S17_L001_R2_001.fastq.gz"	"FRAM-4193-DNA-PS107-CTD-1251_S17_L001"	"JBKFT"	"e28578eebecc9d2990014849e5662978"	"d6124c264ba30903728d5ef00a294a5c"
"2017-SV4-20"	"SV4"	"eastern Fram Strait"	79.03407	7.00186	20	"chl-max"	"2017-08-13"	"PS107_44-3"	7.2029	35.0339	315.071	104.86	"FRAM-4194-DNA-PS107-CTD-1225_S40_L001_R1_001.fastq.gz"	"FRAM-4194-DNA-PS107-CTD-1225_S40_L001_R2_001.fastq.gz"	"FRAM-4194-DNA-PS107-CTD-1225_S40_L001"	"JBKFT"	"00a1328d1b5940dd754066d19d83d80c"	"4b60cdcf8109a9eec141b8d2e720855d"
"2019-S3-10"	"S3"	"eastern Fram Strait"	78.601117	5.06205	10	"surface"	"2019-08-17"	"PS121_1-2"	6.0059	34.5881	7.04801	101.565672	"FRAM-4195-PS121-CTD-DNA-1-bactV4V5_S1_L001_R1_001.fastq.gz"	"FRAM-4195-PS121-CTD-DNA-1-bactV4V5_S1_L001_R2_001.fastq.gz"	"FRAM-4195-PS121-CTD-DNA-1-bactV4V5_S1_L001"	"JBL8W"	"5f4aebc7f1022e36c92a023b6a92d85c"	"a14e8b5126d154993fd8b185b7987aee"
"2019-S3-20"	"S3"	"eastern Fram Strait"	78.601117	5.06205	20	"chl-max"	"2019-08-17"	"PS121_1-2"	6.0396	34.6205	7.0343	101.470497	"FRAM-4197-PS121-CTD-DNA-3-bactV4V5_S13_L001_R1_001.fastq.gz"	"FRAM-4197-PS121-CTD-DNA-3-bactV4V5_S13_L001_R2_001.fastq.gz"	"FRAM-4197-PS121-CTD-DNA-3-bactV4V5_S13_L001"	"JBL8W"	"4472f727629269ec140142598d59cb82"	"2af1b21a04888f38a0fd0c6cb44c932d"
"2019-S3-100"	"S3"	"eastern Fram Strait"	78.601117	5.06205	100	"deep"	"2019-08-17"	"PS121_1-2"	3.262	34.9717	6.86085	92.727151	"FRAM-4203-PS121-CTD-DNA-9-bactV4V5_S25_L001_R1_001.fastq.gz"	"FRAM-4203-PS121-CTD-DNA-9-bactV4V5_S25_L001_R2_001.fastq.gz"	"FRAM-4203-PS121-CTD-DNA-9-bactV4V5_S25_L001"	"JBL8W"	"ee601aac17e6c7634c0302c7a9287d75"	"3eb704df86b9c7773155cc6a7fc51867"
"2019-HG1-10"	"HG1"	"eastern Fram Strait"	79.13516	6.09597	10	"surface"	"2019-08-17"	"PS121_5-2"	6.7796	34.5193	6.12172	89.796492	"FRAM-4205-PS121-CTD-DNA-11-bactV4V5_S37_L001_R1_001.fastq.gz"	"FRAM-4205-PS121-CTD-DNA-11-bactV4V5_S37_L001_R2_001.fastq.gz"	"FRAM-4205-PS121-CTD-DNA-11-bactV4V5_S37_L001"	"JBL8W"	"8eb654730346487b101305ea7d306563"	"654c75e2aa6dd1084903d83a9f4fc723"
"2019-HG1-20"	"HG1"	"eastern Fram Strait"	79.13516	6.09597	20	"chl-max"	"2019-08-17"	"PS121_5-2"	6.8957	34.7655	6.8634	101.110352	"FRAM-4207-PS121-CTD-DNA-13-bactV4V5_S49_L001_R1_001.fastq.gz"	"FRAM-4207-PS121-CTD-DNA-13-bactV4V5_S49_L001_R2_001.fastq.gz"	"FRAM-4207-PS121-CTD-DNA-13-bactV4V5_S49_L001"	"JBL8W"	"5289752c78b4c8f11bd625da5f79e3a7"	"d817c234d9b763ad4b93ff48c46834e6"
"2019-HG1-100"	"HG1"	"eastern Fram Strait"	79.13516	6.09597	100	"deep"	"2019-08-17"	"PS121_5-2"	4.1661	35.0331	6.82866	94.415609	"FRAM-4213-PS121-CTD-DNA-19-bactV4V5_S61_L001_R1_001.fastq.gz"	"FRAM-4213-PS121-CTD-DNA-19-bactV4V5_S61_L001_R2_001.fastq.gz"	"FRAM-4213-PS121-CTD-DNA-19-bactV4V5_S61_L001"	"JBL8W"	"4870e536c503461e293b082cce357e73"	"c982429ee5698029edf3837236112566"
"2019-HG2-10"	"HG2"	"eastern Fram Strait"	79.12617	4.91851	10	"surface"	"2019-08-23"	"PS121_16-5"	5.7277	34.8219	6.0382	86.573427	"FRAM-4215-PS121-CTD-DNA-21-bactV4V5_S73_L001_R1_001.fastq.gz"	"FRAM-4215-PS121-CTD-DNA-21-bactV4V5_S73_L001_R2_001.fastq.gz"	"FRAM-4215-PS121-CTD-DNA-21-bactV4V5_S73_L001"	"JBL8W"	"ad56169ef9a818e062f53b98d60f1eb7"	"9b53eb101f56baa33d50bcdb6e4e4341"
